formula	comparison	target	gated_rank	comparator_rank	signed_displacement	absolute_displacement	shared_top10
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	PTPN1	28	21	-7	7	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	PTPRS	45	42	-3	3	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	SI	58	57	-1	1	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	SNCA	38	37	-1	1	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	TDP1	62	62	0	0	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	XDH	33	29	-4	4	False
理中丸	evidence_gated_vs_ungated_union	AKR1B1	18	19	1	1	False
理中丸	evidence_gated_vs_ungated_union	ALOX5	26	28	2	2	False
理中丸	evidence_gated_vs_ungated_union	APP	31	32	1	1	False
理中丸	evidence_gated_vs_ungated_union	BACE1	33	35	2	2	False
理中丸	evidence_gated_vs_ungated_union	CHRNA7	28	29	1	1	False
理中丸	evidence_gated_vs_ungated_union	CYP19A1	2	8	6	6	True
理中丸	evidence_gated_vs_ungated_union	CYP1A2	3	9	6	6	True
理中丸	evidence_gated_vs_ungated_union	CYP1B1	23	25	2	2	False
理中丸	evidence_gated_vs_ungated_union	CYP2A6	37	39	2	2	False
理中丸	evidence_gated_vs_ungated_union	CYP2B6	6	12	6	6	False
理中丸	evidence_gated_vs_ungated_union	CYP2C19	27	15	-12	12	False
理中丸	evidence_gated_vs_ungated_union	CYP2C9	4	10	6	6	True
理中丸	evidence_gated_vs_ungated_union	CYP2D6	38	40	2	2	False
理中丸	evidence_gated_vs_ungated_union	CYP2E1	36	38	2	2	False
理中丸	evidence_gated_vs_ungated_union	CYP3A4	5	11	6	6	False
理中丸	evidence_gated_vs_ungated_union	ESR1	21	23	2	2	False
理中丸	evidence_gated_vs_ungated_union	ESR2	15	16	1	1	False
理中丸	evidence_gated_vs_ungated_union	HDAC6	16	17	1	1	False
理中丸	evidence_gated_vs_ungated_union	HMGB1	39	41	2	2	False
理中丸	evidence_gated_vs_ungated_union	HSD11B1	1	1	0	0	True
理中丸	evidence_gated_vs_ungated_union	HSD11B2	8	2	-6	6	True
理中丸	evidence_gated_vs_ungated_union	HSD17B1	22	24	2	2	False
理中丸	evidence_gated_vs_ungated_union	HSD17B2	19	20	1	1	False
理中丸	evidence_gated_vs_ungated_union	HTR1A	30	31	1	1	False
理中丸	evidence_gated_vs_ungated_union	IL2	25	27	2	2	False
理中丸	evidence_gated_vs_ungated_union	LTA4H	29	30	1	1	False
理中丸	evidence_gated_vs_ungated_union	MAOA	32	34	2	2	False
理中丸	evidence_gated_vs_ungated_union	MAOB	7	13	6	6	False
理中丸	evidence_gated_vs_ungated_union	MMP1	13	7	-6	6	False
理中丸	evidence_gated_vs_ungated_union	MMP13	12	6	-6	6	False
理中丸	evidence_gated_vs_ungated_union	MMP2	10	3	-7	7	True
理中丸	evidence_gated_vs_ungated_union	MMP3	14	14	0	0	False
理中丸	evidence_gated_vs_ungated_union	MMP7	9	4	-5	5	True
理中丸	evidence_gated_vs_ungated_union	MMP9	11	5	-6	6	False
理中丸	evidence_gated_vs_ungated_union	NLRP3	20	22	2	2	False
理中丸	evidence_gated_vs_ungated_union	P4HB	34	36	2	2	False
理中丸	evidence_gated_vs_ungated_union	PSMB5	24	26	2	2	False
理中丸	evidence_gated_vs_ungated_union	TDP1	35	37	2	2	False
理中丸	evidence_gated_vs_ungated_union	TNF	40	21	-19	19	False
理中丸	evidence_gated_vs_ungated_union	TRPV1	17	18	1	1	False
理中丸	evidence_gated_vs_ungated_union	VIP	41	33	-8	8	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	AKR1B1	18	12	-6	6	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	ALOX5	26	26	0	0	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	APP	31	31	0	0	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	BACE1	33	33	0	0	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	CHRNA7	28	28	0	0	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	CYP19A1	2	15	13	13	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	CYP1A2	3	17	14	14	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	CYP1B1	23	20	-3	3	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	CYP2A6	37	37	0	0	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	CYP2B6	6	24	18	18	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	CYP2C19	27	27	0	0	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	CYP2C9	4	19	15	15	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	CYP2D6	38	38	0	0	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	CYP2E1	36	36	0	0	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	CYP3A4	5	21	16	16	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	ESR1	21	16	-5	5	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	ESR2	15	9	-6	6	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	HDAC6	16	10	-6	6	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	HMGB1	39	39	0	0	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	HSD11B1	1	2	1	1	True
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	HSD11B2	8	1	-7	7	True
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	HSD17B1	22	18	-4	4	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	HSD17B2	19	13	-6	6	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	HTR1A	30	30	0	0	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	IL2	25	23	-2	2	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	LTA4H	29	29	0	0	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	MAOA	32	32	0	0	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	MAOB	7	25	18	18	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	MMP1	13	7	-6	6	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	MMP13	12	6	-6	6	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	MMP2	10	4	-6	6	True
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	MMP3	14	8	-6	6	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	MMP7	9	3	-6	6	True
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	MMP9	11	5	-6	6	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	NLRP3	20	14	-6	6	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	P4HB	34	34	0	0	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	PSMB5	24	22	-2	2	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	TDP1	35	35	0	0	False
理中丸	evidence_gated_vs_cutoff_chembl_measured_only	TRPV1	17	11	-6	6	False
四逆汤	evidence_gated_vs_ungated_union	ABCA1	44	44	0	0	False
四逆汤	evidence_gated_vs_ungated_union	ACE	42	37	-5	5	False
四逆汤	evidence_gated_vs_ungated_union	ACE2	43	38	-5	5	False
四逆汤	evidence_gated_vs_ungated_union	AKR1B1	20	22	2	2	False
四逆汤	evidence_gated_vs_ungated_union	AKT1	45	45	0	0	False
四逆汤	evidence_gated_vs_ungated_union	ALOX5	26	30	4	4	False
四逆汤	evidence_gated_vs_ungated_union	APP	32	34	2	2	False
四逆汤	evidence_gated_vs_ungated_union	AR	46	46	0	0	False
四逆汤	evidence_gated_vs_ungated_union	BACE1	34	36	2	2	False
四逆汤	evidence_gated_vs_ungated_union	BAX	47	47	0	0	False
四逆汤	evidence_gated_vs_ungated_union	CD4	48	48	0	0	False
四逆汤	evidence_gated_vs_ungated_union	CHRNA7	29	31	2	2	False
四逆汤	evidence_gated_vs_ungated_union	CORT	49	49	0	0	False
四逆汤	evidence_gated_vs_ungated_union	CPT1A	50	50	0	0	False
四逆汤	evidence_gated_vs_ungated_union	CRH	51	51	0	0	False
四逆汤	evidence_gated_vs_ungated_union	CRP	52	52	0	0	False
四逆汤	evidence_gated_vs_ungated_union	CYP19A1	5	9	4	4	True
四逆汤	evidence_gated_vs_ungated_union	CYP1A2	6	10	4	4	True
四逆汤	evidence_gated_vs_ungated_union	CYP1B1	23	27	4	4	False
四逆汤	evidence_gated_vs_ungated_union	CYP2A6	38	42	4	4	False
四逆汤	evidence_gated_vs_ungated_union	CYP2B6	9	15	6	6	False
四逆汤	evidence_gated_vs_ungated_union	CYP2C19	28	18	-10	10	False
四逆汤	evidence_gated_vs_ungated_union	CYP2C9	7	11	4	4	False
四逆汤	evidence_gated_vs_ungated_union	CYP2D6	39	43	4	4	False
四逆汤	evidence_gated_vs_ungated_union	CYP2E1	37	41	4	4	False
四逆汤	evidence_gated_vs_ungated_union	CYP3A4	8	12	4	4	False
四逆汤	evidence_gated_vs_ungated_union	ESR1	3	14	11	11	False
四逆汤	evidence_gated_vs_ungated_union	ESR2	18	19	1	1	False
四逆汤	evidence_gated_vs_ungated_union	GFAP	53	53	0	0	False
四逆汤	evidence_gated_vs_ungated_union	HDAC6	19	20	1	1	False
四逆汤	evidence_gated_vs_ungated_union	HMGB1	27	21	-6	6	False
四逆汤	evidence_gated_vs_ungated_union	HSD11B1	4	1	-3	3	True
四逆汤	evidence_gated_vs_ungated_union	HSD11B2	11	3	-8	8	False
四逆汤	evidence_gated_vs_ungated_union	HSD17B1	22	26	4	4	False
四逆汤	evidence_gated_vs_ungated_union	HSD17B2	21	23	2	2	False
四逆汤	evidence_gated_vs_ungated_union	HTR1A	31	33	2	2	False
四逆汤	evidence_gated_vs_ungated_union	IL2	25	29	4	4	False
四逆汤	evidence_gated_vs_ungated_union	IL6	54	54	0	0	False
四逆汤	evidence_gated_vs_ungated_union	LTA4H	30	32	2	2	False
四逆汤	evidence_gated_vs_ungated_union	MAOA	33	35	2	2	False
四逆汤	evidence_gated_vs_ungated_union	MAOB	10	16	6	6	False
四逆汤	evidence_gated_vs_ungated_union	MAPK1	55	55	0	0	False
四逆汤	evidence_gated_vs_ungated_union	MCM2	56	56	0	0	False
四逆汤	evidence_gated_vs_ungated_union	MET	57	57	0	0	False
四逆汤	evidence_gated_vs_ungated_union	MLKL	58	58	0	0	False
四逆汤	evidence_gated_vs_ungated_union	MMP1	16	8	-8	8	False
四逆汤	evidence_gated_vs_ungated_union	MMP13	15	7	-8	8	False
四逆汤	evidence_gated_vs_ungated_union	MMP2	13	4	-9	9	False
四逆汤	evidence_gated_vs_ungated_union	MMP3	17	17	0	0	False
四逆汤	evidence_gated_vs_ungated_union	MMP7	12	5	-7	7	False
四逆汤	evidence_gated_vs_ungated_union	MMP9	14	6	-8	8	False
四逆汤	evidence_gated_vs_ungated_union	MST1	59	59	0	0	False
四逆汤	evidence_gated_vs_ungated_union	NLRP3	2	13	11	11	False
四逆汤	evidence_gated_vs_ungated_union	P4HB	35	39	4	4	False
四逆汤	evidence_gated_vs_ungated_union	PCNA	60	60	0	0	False
四逆汤	evidence_gated_vs_ungated_union	PSMB5	24	28	4	4	False
四逆汤	evidence_gated_vs_ungated_union	PTGS2	61	61	0	0	False
四逆汤	evidence_gated_vs_ungated_union	RELA	62	62	0	0	False
四逆汤	evidence_gated_vs_ungated_union	TDP1	36	40	4	4	False
四逆汤	evidence_gated_vs_ungated_union	TLR4	41	25	-16	16	False
四逆汤	evidence_gated_vs_ungated_union	TNF	40	24	-16	16	False
四逆汤	evidence_gated_vs_ungated_union	TP53	63	63	0	0	False
四逆汤	evidence_gated_vs_ungated_union	TRPA1	64	64	0	0	False
四逆汤	evidence_gated_vs_ungated_union	TRPM8	65	65	0	0	False
四逆汤	evidence_gated_vs_ungated_union	TRPV1	1	2	1	1	True
四逆汤	evidence_gated_vs_ungated_union	TRPV4	66	66	0	0	False
四逆汤	evidence_gated_vs_ungated_union	VEGFA	67	67	0	0	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	AKR1B1	20	12	-8	8	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	ALOX5	26	26	0	0	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	APP	32	31	-1	1	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	BACE1	34	33	-1	1	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	CHRNA7	29	28	-1	1	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP19A1	5	15	10	10	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP1A2	6	17	11	11	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP1B1	23	20	-3	3	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP2A6	38	37	-1	1	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP2B6	9	24	15	15	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP2C19	28	27	-1	1	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP2C9	7	19	12	12	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP2D6	39	38	-1	1	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP2E1	37	36	-1	1	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP3A4	8	21	13	13	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	ESR1	3	16	13	13	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	ESR2	18	9	-9	9	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	HDAC6	19	10	-9	9	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	HMGB1	27	39	12	12	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	HSD11B1	4	2	-2	2	True
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	HSD11B2	11	1	-10	10	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	HSD17B1	22	18	-4	4	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	HSD17B2	21	13	-8	8	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	HTR1A	31	30	-1	1	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	IL2	25	23	-2	2	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	LTA4H	30	29	-1	1	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	MAOA	33	32	-1	1	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	MAOB	10	25	15	15	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	MMP1	16	7	-9	9	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	MMP13	15	6	-9	9	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	MMP2	13	4	-9	9	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	MMP3	17	8	-9	9	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	MMP7	12	3	-9	9	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	MMP9	14	5	-9	9	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	NLRP3	2	14	12	12	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	P4HB	35	34	-1	1	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	PSMB5	24	22	-2	2	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	TDP1	36	35	-1	1	False
四逆汤	evidence_gated_vs_cutoff_chembl_measured_only	TRPV1	1	11	10	10	False
二陈汤	evidence_gated_vs_ungated_union	ABCA1	36	36	0	0	False
二陈汤	evidence_gated_vs_ungated_union	ABCB1	23	13	-10	10	False
二陈汤	evidence_gated_vs_ungated_union	ABCG2	4	9	5	5	True
二陈汤	evidence_gated_vs_ungated_union	AKR1B1	15	16	1	1	False
二陈汤	evidence_gated_vs_ungated_union	APP	26	27	1	1	False
二陈汤	evidence_gated_vs_ungated_union	BACE1	28	30	2	2	False
二陈汤	evidence_gated_vs_ungated_union	CALM1	31	33	2	2	False
二陈汤	evidence_gated_vs_ungated_union	CDKAL1	37	37	0	0	False
二陈汤	evidence_gated_vs_ungated_union	CDKN1A	38	38	0	0	False
二陈汤	evidence_gated_vs_ungated_union	CETP	39	39	0	0	False
二陈汤	evidence_gated_vs_ungated_union	CHRNA7	24	25	1	1	False
二陈汤	evidence_gated_vs_ungated_union	CYP19A1	3	8	5	5	True
二陈汤	evidence_gated_vs_ungated_union	CYP1B1	20	22	2	2	False
二陈汤	evidence_gated_vs_ungated_union	ECD	34	19	-15	15	False
二陈汤	evidence_gated_vs_ungated_union	ESR1	1	12	11	11	False
二陈汤	evidence_gated_vs_ungated_union	ESR2	13	14	1	1	False
二陈汤	evidence_gated_vs_ungated_union	GSK3B	33	35	2	2	False
二陈汤	evidence_gated_vs_ungated_union	HDAC6	14	15	1	1	False
二陈汤	evidence_gated_vs_ungated_union	HMGB1	32	34	2	2	False
二陈汤	evidence_gated_vs_ungated_union	HSD11B1	2	1	-1	1	True
二陈汤	evidence_gated_vs_ungated_union	HSD11B2	6	2	-4	4	True
二陈汤	evidence_gated_vs_ungated_union	HSD17B1	19	21	2	2	False
二陈汤	evidence_gated_vs_ungated_union	HSD17B2	16	17	1	1	False
二陈汤	evidence_gated_vs_ungated_union	IL2	22	24	2	2	False
二陈汤	evidence_gated_vs_ungated_union	IRS1	40	40	0	0	False
二陈汤	evidence_gated_vs_ungated_union	KDM1A	25	26	1	1	False
二陈汤	evidence_gated_vs_ungated_union	LDLR	41	41	0	0	False
二陈汤	evidence_gated_vs_ungated_union	LPL	42	42	0	0	False
二陈汤	evidence_gated_vs_ungated_union	MAOA	27	29	2	2	False
二陈汤	evidence_gated_vs_ungated_union	MAOB	5	10	5	5	True
二陈汤	evidence_gated_vs_ungated_union	MAPK1	43	43	0	0	False
二陈汤	evidence_gated_vs_ungated_union	MAPK14	44	44	0	0	False
二陈汤	evidence_gated_vs_ungated_union	MAPK3	45	45	0	0	False
二陈汤	evidence_gated_vs_ungated_union	MMP1	11	7	-4	4	False
二陈汤	evidence_gated_vs_ungated_union	MMP13	10	6	-4	4	True
二陈汤	evidence_gated_vs_ungated_union	MMP2	8	3	-5	5	True
二陈汤	evidence_gated_vs_ungated_union	MMP3	12	11	-1	1	False
二陈汤	evidence_gated_vs_ungated_union	MMP7	7	4	-3	3	True
二陈汤	evidence_gated_vs_ungated_union	MMP9	9	5	-4	4	True
二陈汤	evidence_gated_vs_ungated_union	NLRP3	18	20	2	2	False
二陈汤	evidence_gated_vs_ungated_union	P4HB	29	31	2	2	False
二陈汤	evidence_gated_vs_ungated_union	PGC	46	46	0	0	False
二陈汤	evidence_gated_vs_ungated_union	PKM	17	18	1	1	False
二陈汤	evidence_gated_vs_ungated_union	PSMB5	21	23	2	2	False
二陈汤	evidence_gated_vs_ungated_union	RELA	47	47	0	0	False
二陈汤	evidence_gated_vs_ungated_union	STAT3	35	28	-7	7	False
二陈汤	evidence_gated_vs_ungated_union	TDP1	30	32	2	2	False
二陈汤	evidence_gated_vs_ungated_union	TP53	48	48	0	0	False
二陈汤	evidence_gated_vs_ungated_union	VLDLR	49	49	0	0	False
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	ABCB1	23	23	0	0	False
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	ABCG2	4	19	15	15	False
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	AKR1B1	15	11	-4	4	False
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	APP	26	26	0	0	False
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	BACE1	28	28	0	0	False
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	CALM1	31	31	0	0	False
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	CHRNA7	24	24	0	0	False
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP19A1	3	15	12	12	False
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP1B1	20	18	-2	2	False
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	ESR1	1	16	15	15	False
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	ESR2	13	9	-4	4	False
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	GSK3B	33	33	0	0	False
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	HDAC6	14	10	-4	4	False
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	HMGB1	32	32	0	0	False
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	HSD11B1	2	2	0	0	True
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	HSD11B2	6	1	-5	5	True
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	HSD17B1	19	17	-2	2	False
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	HSD17B2	16	12	-4	4	False
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	IL2	22	21	-1	1	False
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	KDM1A	25	25	0	0	False
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	MAOA	27	27	0	0	False
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	MAOB	5	22	17	17	False
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	MMP1	11	7	-4	4	False
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	MMP13	10	6	-4	4	True
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	MMP2	8	4	-4	4	True
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	MMP3	12	8	-4	4	False
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	MMP7	7	3	-4	4	True
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	MMP9	9	5	-4	4	True
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	NLRP3	18	14	-4	4	False
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	P4HB	29	29	0	0	False
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	PKM	17	13	-4	4	False
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	PSMB5	21	20	-1	1	False
二陈汤	evidence_gated_vs_cutoff_chembl_measured_only	TDP1	30	30	0	0	False
黄连解毒汤	evidence_gated_vs_ungated_union	ABCB1	40	47	7	7	False
黄连解毒汤	evidence_gated_vs_ungated_union	ACHE	6	5	-1	1	True
黄连解毒汤	evidence_gated_vs_ungated_union	ACTB	51	49	-2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	AKR1B1	8	8	0	0	True
黄连解毒汤	evidence_gated_vs_ungated_union	AKR1B10	21	27	6	6	False
黄连解毒汤	evidence_gated_vs_ungated_union	AKR1C2	20	26	6	6	False
黄连解毒汤	evidence_gated_vs_ungated_union	AKR1C3	19	24	5	5	False
黄连解毒汤	evidence_gated_vs_ungated_union	AKT1	47	35	-12	12	False
黄连解毒汤	evidence_gated_vs_ungated_union	ALOX12	11	12	1	1	False
黄连解毒汤	evidence_gated_vs_ungated_union	ALOX15	10	11	1	1	False
黄连解毒汤	evidence_gated_vs_ungated_union	APP	27	25	-2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	ASAH1	52	50	-2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	BCHE	12	13	1	1	False
黄连解毒汤	evidence_gated_vs_ungated_union	CASP3	45	22	-23	23	False
黄连解毒汤	evidence_gated_vs_ungated_union	CCR2	53	51	-2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	CD207	54	52	-2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	CD28	55	53	-2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	CD36	56	54	-2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	CD44	57	55	-2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	CD80	58	56	-2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	CD86	59	57	-2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	CDK2	15	17	2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	CDK9	7	7	0	0	True
黄连解毒汤	evidence_gated_vs_ungated_union	CRP	60	58	-2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	CSH1	61	59	-2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	CSNK2A1	25	31	6	6	False
黄连解毒汤	evidence_gated_vs_ungated_union	CXCL8	41	48	7	7	False
黄连解毒汤	evidence_gated_vs_ungated_union	CYP1A1	14	16	2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	CYP1A2	35	42	7	7	False
黄连解毒汤	evidence_gated_vs_ungated_union	CYP1B1	3	2	-1	1	True
黄连解毒汤	evidence_gated_vs_ungated_union	CYP3A4	24	30	6	6	False
黄连解毒汤	evidence_gated_vs_ungated_union	EBP	62	60	-2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	EGFR	63	61	-2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	FBP1	37	44	7	7	False
黄连解毒汤	evidence_gated_vs_ungated_union	FOS	64	62	-2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	GABRA1	2	4	2	2	True
黄连解毒汤	evidence_gated_vs_ungated_union	GLO1	31	34	3	3	False
黄连解毒汤	evidence_gated_vs_ungated_union	GPR35	29	32	3	3	False
黄连解毒汤	evidence_gated_vs_ungated_union	GRIN1	65	63	-2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	GRK6	23	29	6	6	False
黄连解毒汤	evidence_gated_vs_ungated_union	GRP	66	64	-2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	HDAC6	13	14	1	1	False
黄连解毒汤	evidence_gated_vs_ungated_union	HRH4	67	65	-2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	JAK1	48	36	-12	12	False
黄连解毒汤	evidence_gated_vs_ungated_union	JAK2	68	66	-2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	KCNH2	42	79	37	37	False
黄连解毒汤	evidence_gated_vs_ungated_union	KDM1A	1	1	0	0	True
黄连解毒汤	evidence_gated_vs_ungated_union	KDM4E	18	21	3	3	False
黄连解毒汤	evidence_gated_vs_ungated_union	LDLR	69	67	-2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	LOX	70	68	-2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	LPL	71	69	-2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	MMP9	72	70	-2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	MPO	73	71	-2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	NLRP3	49	37	-12	12	False
黄连解毒汤	evidence_gated_vs_ungated_union	NOS2	74	72	-2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	NOS3	75	73	-2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	NR3C1	34	41	7	7	False
黄连解毒汤	evidence_gated_vs_ungated_union	PGR	33	40	7	7	False
黄连解毒汤	evidence_gated_vs_ungated_union	PKM	16	18	2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	PLK1	5	9	4	4	True
黄连解毒汤	evidence_gated_vs_ungated_union	PPARA	9	10	1	1	True
黄连解毒汤	evidence_gated_vs_ungated_union	PPARD	32	39	7	7	False
黄连解毒汤	evidence_gated_vs_ungated_union	PREP	28	15	-13	13	False
黄连解毒汤	evidence_gated_vs_ungated_union	PTGS1	36	43	7	7	False
黄连解毒汤	evidence_gated_vs_ungated_union	PTGS2	26	20	-6	6	False
